actual,status,risk_score,risk_level
neptune,ANOMALY,82.16,HIGH
normal,NORMAL,0.73,LOW
guess_passwd,NORMAL,26.73,LOW
normal,NORMAL,4.68,LOW
neptune,ANOMALY,87.03,HIGH
warezmaster,ANOMALY,55.25,MEDIUM
mailbomb,NORMAL,30.45,MEDIUM
guess_passwd,NORMAL,18.76,LOW
normal,NORMAL,1.57,LOW
guess_passwd,NORMAL,11.78,LOW
guess_passwd,NORMAL,9.22,LOW
neptune,ANOMALY,75.98,HIGH
neptune,ANOMALY,74.09,HIGH
neptune,ANOMALY,77.97,HIGH
satan,ANOMALY,66.12,MEDIUM
normal,NORMAL,2.74,LOW
neptune,ANOMALY,78.95,HIGH
normal,NORMAL,0.42,LOW
normal,NORMAL,16.48,LOW
normal,NORMAL,18.61,LOW
normal,NORMAL,2.19,LOW
mscan,ANOMALY,76.43,HIGH
normal,NORMAL,0.56,LOW
guess_passwd,NORMAL,9.37,LOW
normal,NORMAL,4.23,LOW
processtable,NORMAL,38.12,MEDIUM
normal,NORMAL,1.49,LOW
normal,NORMAL,26.6,LOW
apache2,ANOMALY,61.16,MEDIUM
normal,NORMAL,50.09,MEDIUM
guess_passwd,NORMAL,13.16,LOW
normal,NORMAL,18.43,LOW
back,NORMAL,18.2,LOW
normal,NORMAL,3.44,LOW
snmpguess,NORMAL,26.53,LOW
normal,NORMAL,0.53,LOW
neptune,ANOMALY,80.33,HIGH
normal,NORMAL,1.74,LOW
neptune,ANOMALY,83.03,HIGH
processtable,ANOMALY,75.94,HIGH
neptune,ANOMALY,82.23,HIGH
normal,NORMAL,1.61,LOW
normal,NORMAL,1.31,LOW
neptune,ANOMALY,76.56,HIGH
normal,NORMAL,0.89,LOW
normal,NORMAL,2.34,LOW
normal,NORMAL,9.81,LOW
warezmaster,NORMAL,25.16,LOW
neptune,ANOMALY,75.97,HIGH
neptune,ANOMALY,81.68,HIGH
guess_passwd,NORMAL,10.35,LOW
neptune,ANOMALY,82.2,HIGH
neptune,ANOMALY,81.85,HIGH
mscan,ANOMALY,70.74,HIGH
normal,NORMAL,27.15,LOW
normal,NORMAL,4.56,LOW
apache2,ANOMALY,62.25,MEDIUM
neptune,ANOMALY,81.22,HIGH
snmpguess,NORMAL,26.43,LOW
warezmaster,NORMAL,28.84,LOW
satan,ANOMALY,68.33,MEDIUM
portsweep,ANOMALY,68.79,MEDIUM
normal,NORMAL,0.35,LOW
normal,NORMAL,2.61,LOW
neptune,ANOMALY,81.65,HIGH
saint,ANOMALY,55.3,MEDIUM
snmpguess,NORMAL,26.13,LOW
apache2,ANOMALY,65.22,MEDIUM
normal,NORMAL,20.91,LOW
normal,NORMAL,2.65,LOW
neptune,ANOMALY,80.7,HIGH
mscan,ANOMALY,72.26,HIGH
normal,NORMAL,1.77,LOW
satan,ANOMALY,94.24,HIGH
guess_passwd,NORMAL,13.56,LOW
normal,NORMAL,1.71,LOW
back,NORMAL,18.51,LOW
satan,ANOMALY,68.16,MEDIUM
normal,NORMAL,0.72,LOW
snmpguess,NORMAL,26.48,LOW
warezmaster,NORMAL,49.04,MEDIUM
normal,NORMAL,0.34,LOW
back,NORMAL,39.62,MEDIUM
apache2,ANOMALY,65.02,MEDIUM
guess_passwd,NORMAL,9.42,LOW
normal,NORMAL,0.3,LOW
mscan,ANOMALY,77.34,HIGH
httptunnel,ANOMALY,62.92,MEDIUM
normal,NORMAL,37.7,MEDIUM
normal,NORMAL,0.55,LOW
neptune,ANOMALY,76.47,HIGH
neptune,ANOMALY,87.18,HIGH
normal,NORMAL,1.9,LOW
normal,NORMAL,2.17,LOW
neptune,ANOMALY,75.84,HIGH
mscan,ANOMALY,67.77,MEDIUM
neptune,ANOMALY,86.28,HIGH
satan,ANOMALY,86.14,HIGH
normal,NORMAL,26.54,LOW
normal,NORMAL,50.56,MEDIUM
guess_passwd,NORMAL,21.45,LOW
guess_passwd,NORMAL,11.69,LOW
normal,NORMAL,50.27,MEDIUM
normal,NORMAL,0.49,LOW
normal,ANOMALY,60.57,MEDIUM
normal,NORMAL,35.37,MEDIUM
processtable,NORMAL,46.7,MEDIUM
smurf,NORMAL,39.09,MEDIUM
normal,NORMAL,3.29,LOW
neptune,ANOMALY,87.49,HIGH
normal,NORMAL,4.83,LOW
neptune,ANOMALY,81.77,HIGH
neptune,ANOMALY,87.13,HIGH
neptune,ANOMALY,83.59,HIGH
normal,NORMAL,17.94,LOW
satan,ANOMALY,56.46,MEDIUM
warezmaster,NORMAL,34.02,MEDIUM
normal,NORMAL,1.49,LOW
apache2,ANOMALY,74.6,HIGH
normal,NORMAL,3.04,LOW
mscan,ANOMALY,81.36,HIGH
normal,NORMAL,0.66,LOW
normal,NORMAL,2.34,LOW
guess_passwd,NORMAL,10.64,LOW
neptune,ANOMALY,80.65,HIGH
apache2,ANOMALY,74.07,HIGH
apache2,ANOMALY,55.09,MEDIUM
normal,NORMAL,0.63,LOW
normal,NORMAL,0.7,LOW
saint,NORMAL,41.12,MEDIUM
neptune,ANOMALY,79.28,HIGH
neptune,ANOMALY,81.0,HIGH
neptune,ANOMALY,81.45,HIGH
neptune,ANOMALY,80.86,HIGH
normal,NORMAL,5.25,LOW
normal,NORMAL,15.13,LOW
neptune,ANOMALY,75.73,HIGH
normal,NORMAL,2.89,LOW
portsweep,ANOMALY,87.43,HIGH
normal,NORMAL,1.39,LOW
apache2,NORMAL,48.56,MEDIUM
normal,NORMAL,28.95,LOW
neptune,ANOMALY,76.54,HIGH
processtable,ANOMALY,59.19,MEDIUM
neptune,ANOMALY,80.87,HIGH
normal,NORMAL,49.73,MEDIUM
normal,NORMAL,1.97,LOW
mailbomb,NORMAL,16.62,LOW
normal,NORMAL,2.82,LOW
mscan,ANOMALY,64.89,MEDIUM
normal,NORMAL,2.98,LOW
satan,ANOMALY,93.73,HIGH
apache2,ANOMALY,60.36,MEDIUM
mscan,ANOMALY,75.57,HIGH
neptune,ANOMALY,82.25,HIGH
normal,NORMAL,5.72,LOW
normal,NORMAL,15.61,LOW
normal,NORMAL,1.46,LOW
guess_passwd,NORMAL,10.95,LOW
normal,NORMAL,18.58,LOW
apache2,ANOMALY,73.76,HIGH
warezmaster,NORMAL,40.65,MEDIUM
normal,NORMAL,1.86,LOW
smurf,NORMAL,50.33,MEDIUM
normal,NORMAL,10.18,LOW
satan,ANOMALY,95.21,HIGH
apache2,ANOMALY,76.38,HIGH
normal,NORMAL,0.82,LOW
normal,NORMAL,23.19,LOW
mscan,ANOMALY,72.09,HIGH
ipsweep,NORMAL,50.98,MEDIUM
normal,NORMAL,1.32,LOW
mscan,ANOMALY,69.44,MEDIUM
apache2,ANOMALY,60.41,MEDIUM
normal,NORMAL,3.44,LOW
neptune,ANOMALY,86.87,HIGH
guess_passwd,NORMAL,30.58,MEDIUM
snmpguess,NORMAL,26.24,LOW
portsweep,ANOMALY,81.89,HIGH
processtable,ANOMALY,76.03,HIGH
apache2,ANOMALY,74.73,HIGH
normal,NORMAL,18.89,LOW
normal,NORMAL,3.37,LOW
normal,NORMAL,0.88,LOW
neptune,ANOMALY,82.16,HIGH
neptune,ANOMALY,79.77,HIGH
snmpguess,NORMAL,26.06,LOW
guess_passwd,NORMAL,24.73,LOW
neptune,ANOMALY,74.52,HIGH
normal,NORMAL,20.88,LOW
neptune,ANOMALY,81.77,HIGH
processtable,NORMAL,43.77,MEDIUM
apache2,ANOMALY,54.98,MEDIUM
normal,NORMAL,49.69,MEDIUM
mscan,ANOMALY,67.04,MEDIUM
normal,NORMAL,51.04,MEDIUM
smurf,NORMAL,50.7,MEDIUM
normal,NORMAL,5.9,LOW
back,NORMAL,15.68,LOW
processtable,NORMAL,37.49,MEDIUM
snmpguess,NORMAL,26.32,LOW
neptune,ANOMALY,81.79,HIGH
warezmaster,NORMAL,32.57,MEDIUM
normal,NORMAL,0.44,LOW
mscan,ANOMALY,71.44,HIGH
neptune,ANOMALY,81.55,HIGH
normal,NORMAL,10.41,LOW
saint,ANOMALY,94.43,HIGH
normal,NORMAL,0.4,LOW
normal,NORMAL,26.69,LOW
mscan,ANOMALY,78.26,HIGH
neptune,ANOMALY,87.36,HIGH
neptune,ANOMALY,71.46,HIGH
processtable,ANOMALY,75.95,HIGH
normal,NORMAL,24.64,LOW
smurf,NORMAL,49.07,MEDIUM
normal,NORMAL,0.59,LOW
guess_passwd,NORMAL,9.41,LOW
guess_passwd,NORMAL,21.77,LOW
normal,NORMAL,3.06,LOW
processtable,NORMAL,43.78,MEDIUM
guess_passwd,NORMAL,11.66,LOW
normal,NORMAL,1.33,LOW
neptune,ANOMALY,76.16,HIGH
normal,NORMAL,3.77,LOW
apache2,NORMAL,46.48,MEDIUM
neptune,ANOMALY,81.81,HIGH
mscan,ANOMALY,90.33,HIGH
normal,NORMAL,0.72,LOW
mscan,ANOMALY,70.34,HIGH
portsweep,ANOMALY,85.56,HIGH
mscan,ANOMALY,78.95,HIGH
normal,NORMAL,29.08,LOW
mscan,ANOMALY,78.16,HIGH
normal,NORMAL,16.67,LOW
neptune,ANOMALY,80.87,HIGH
normal,NORMAL,9.45,LOW
snmpguess,NORMAL,26.46,LOW
normal,NORMAL,26.59,LOW
normal,NORMAL,9.23,LOW
snmpguess,NORMAL,26.36,LOW
smurf,NORMAL,38.29,MEDIUM
normal,NORMAL,2.91,LOW
guess_passwd,NORMAL,10.61,LOW
guess_passwd,NORMAL,23.87,LOW
neptune,ANOMALY,86.86,HIGH
satan,ANOMALY,86.93,HIGH
neptune,ANOMALY,75.63,HIGH
normal,NORMAL,0.71,LOW
guess_passwd,NORMAL,20.38,LOW
mscan,ANOMALY,64.44,MEDIUM
neptune,ANOMALY,76.65,HIGH
neptune,ANOMALY,80.22,HIGH
snmpgetattack,NORMAL,27.06,LOW
normal,NORMAL,49.67,MEDIUM
normal,NORMAL,1.59,LOW
mailbomb,NORMAL,13.02,LOW
apache2,ANOMALY,58.64,MEDIUM
normal,NORMAL,1.4,LOW
neptune,ANOMALY,81.8,HIGH
neptune,ANOMALY,76.49,HIGH
normal,NORMAL,30.8,MEDIUM
mscan,ANOMALY,81.89,HIGH
normal,NORMAL,12.77,LOW
named,NORMAL,33.95,MEDIUM
mscan,ANOMALY,64.44,MEDIUM
normal,NORMAL,16.95,LOW
normal,NORMAL,44.9,MEDIUM
normal,ANOMALY,70.9,HIGH
normal,NORMAL,1.28,LOW
normal,NORMAL,8.81,LOW
smurf,ANOMALY,56.75,MEDIUM
apache2,ANOMALY,57.66,MEDIUM
neptune,ANOMALY,80.65,HIGH
mscan,NORMAL,46.7,MEDIUM
warezmaster,NORMAL,15.92,LOW
normal,NORMAL,33.48,MEDIUM
saint,ANOMALY,94.11,HIGH
apache2,ANOMALY,60.39,MEDIUM
normal,NORMAL,49.71,MEDIUM
normal,NORMAL,1.06,LOW
neptune,ANOMALY,76.43,HIGH
guess_passwd,NORMAL,10.68,LOW
normal,NORMAL,2.07,LOW
neptune,ANOMALY,77.26,HIGH
normal,NORMAL,0.78,LOW
warezmaster,NORMAL,28.27,LOW
smurf,ANOMALY,52.82,MEDIUM
normal,NORMAL,26.82,LOW
satan,ANOMALY,94.07,HIGH
neptune,ANOMALY,81.17,HIGH
normal,NORMAL,5.66,LOW
normal,NORMAL,3.16,LOW
normal,NORMAL,8.56,LOW
normal,NORMAL,2.45,LOW
snmpgetattack,NORMAL,28.16,LOW
back,NORMAL,16.97,LOW
neptune,ANOMALY,86.27,HIGH
warezmaster,NORMAL,45.63,MEDIUM
saint,ANOMALY,52.67,MEDIUM
guess_passwd,NORMAL,28.24,LOW
normal,NORMAL,1.73,LOW
warezmaster,NORMAL,35.31,MEDIUM
guess_passwd,NORMAL,23.39,LOW
normal,NORMAL,20.85,LOW
processtable,NORMAL,39.6,MEDIUM
normal,ANOMALY,59.93,MEDIUM
neptune,ANOMALY,81.97,HIGH
normal,NORMAL,0.61,LOW
normal,NORMAL,5.45,LOW
neptune,ANOMALY,74.82,HIGH
apache2,ANOMALY,55.0,MEDIUM
neptune,ANOMALY,80.74,HIGH
normal,NORMAL,0.6,LOW
normal,NORMAL,30.02,MEDIUM
normal,NORMAL,3.18,LOW
normal,NORMAL,2.27,LOW
guess_passwd,NORMAL,14.6,LOW
smurf,NORMAL,45.2,MEDIUM
guess_passwd,NORMAL,25.19,LOW
normal,NORMAL,35.63,MEDIUM
guess_passwd,NORMAL,15.06,LOW
neptune,ANOMALY,81.28,HIGH
normal,NORMAL,0.25,LOW
normal,NORMAL,31.0,MEDIUM
mscan,ANOMALY,81.7,HIGH
guess_passwd,NORMAL,9.58,LOW
normal,NORMAL,16.41,LOW
neptune,ANOMALY,80.52,HIGH
normal,NORMAL,36.89,MEDIUM
normal,NORMAL,3.52,LOW
neptune,ANOMALY,74.95,HIGH
satan,ANOMALY,93.66,HIGH
normal,ANOMALY,56.77,MEDIUM
neptune,ANOMALY,81.32,HIGH
normal,NORMAL,1.77,LOW
smurf,NORMAL,48.04,MEDIUM
mscan,ANOMALY,78.06,HIGH
snmpgetattack,NORMAL,26.96,LOW
neptune,ANOMALY,82.34,HIGH
normal,NORMAL,0.31,LOW
snmpguess,NORMAL,35.56,MEDIUM
guess_passwd,NORMAL,20.73,LOW
mscan,ANOMALY,83.25,HIGH
satan,ANOMALY,91.81,HIGH
normal,NORMAL,1.81,LOW
normal,NORMAL,16.25,LOW
warezmaster,NORMAL,27.02,LOW
normal,NORMAL,3.64,LOW
apache2,ANOMALY,67.42,MEDIUM
neptune,ANOMALY,82.39,HIGH
warezmaster,NORMAL,49.94,MEDIUM
normal,NORMAL,18.63,LOW
normal,NORMAL,3.96,LOW
neptune,ANOMALY,85.5,HIGH
apache2,ANOMALY,62.25,MEDIUM
normal,NORMAL,25.05,LOW
normal,NORMAL,3.3,LOW
normal,NORMAL,15.16,LOW
warezmaster,NORMAL,27.75,LOW
normal,NORMAL,1.6,LOW
portsweep,ANOMALY,76.81,HIGH
processtable,ANOMALY,67.95,MEDIUM
saint,ANOMALY,55.46,MEDIUM
mailbomb,NORMAL,16.34,LOW
normal,NORMAL,16.35,LOW
neptune,ANOMALY,81.97,HIGH
back,NORMAL,17.31,LOW
smurf,NORMAL,50.23,MEDIUM
nmap,ANOMALY,82.64,HIGH
warezmaster,NORMAL,26.34,LOW
neptune,ANOMALY,81.59,HIGH
satan,ANOMALY,65.77,MEDIUM
normal,NORMAL,1.85,LOW
normal,NORMAL,2.29,LOW
neptune,ANOMALY,86.85,HIGH
normal,NORMAL,0.78,LOW
normal,NORMAL,17.46,LOW
neptune,ANOMALY,73.5,HIGH
normal,NORMAL,24.07,LOW
neptune,ANOMALY,80.65,HIGH
neptune,ANOMALY,86.31,HIGH
normal,NORMAL,0.46,LOW
apache2,ANOMALY,57.82,MEDIUM
neptune,ANOMALY,79.57,HIGH
normal,NORMAL,0.36,LOW
normal,NORMAL,1.03,LOW
normal,NORMAL,0.77,LOW
neptune,ANOMALY,76.54,HIGH
mailbomb,NORMAL,32.65,MEDIUM
neptune,ANOMALY,81.51,HIGH
saint,ANOMALY,94.16,HIGH
neptune,ANOMALY,76.11,HIGH
neptune,ANOMALY,81.7,HIGH
normal,NORMAL,0.46,LOW
normal,NORMAL,43.33,MEDIUM
normal,NORMAL,0.53,LOW
normal,NORMAL,2.99,LOW
neptune,ANOMALY,82.15,HIGH
back,NORMAL,16.17,LOW
normal,NORMAL,23.96,LOW
smurf,NORMAL,45.84,MEDIUM
smurf,NORMAL,38.87,MEDIUM
xterm,ANOMALY,62.99,MEDIUM
neptune,ANOMALY,85.56,HIGH
neptune,ANOMALY,79.21,HIGH
warezmaster,NORMAL,42.36,MEDIUM
normal,NORMAL,0.29,LOW
guess_passwd,NORMAL,15.22,LOW
normal,NORMAL,6.45,LOW
neptune,ANOMALY,79.92,HIGH
normal,NORMAL,16.01,LOW
neptune,ANOMALY,74.77,HIGH
neptune,ANOMALY,75.16,HIGH
saint,ANOMALY,51.8,MEDIUM
normal,NORMAL,28.95,LOW
normal,NORMAL,1.06,LOW
neptune,ANOMALY,79.16,HIGH
saint,ANOMALY,94.36,HIGH
back,NORMAL,16.63,LOW
normal,NORMAL,26.34,LOW
normal,NORMAL,0.61,LOW
satan,ANOMALY,60.09,MEDIUM
mscan,ANOMALY,71.89,HIGH
back,NORMAL,22.35,LOW
normal,NORMAL,1.07,LOW
normal,NORMAL,30.35,MEDIUM
neptune,ANOMALY,86.31,HIGH
satan,ANOMALY,63.32,MEDIUM
smurf,NORMAL,48.7,MEDIUM
apache2,NORMAL,45.61,MEDIUM
neptune,ANOMALY,76.57,HIGH
normal,NORMAL,23.26,LOW
neptune,ANOMALY,76.02,HIGH
processtable,NORMAL,38.57,MEDIUM
saint,ANOMALY,54.35,MEDIUM
apache2,ANOMALY,72.73,HIGH
processtable,ANOMALY,57.01,MEDIUM
normal,NORMAL,2.44,LOW
guess_passwd,NORMAL,9.29,LOW
satan,ANOMALY,95.1,HIGH
neptune,ANOMALY,74.83,HIGH
neptune,ANOMALY,82.07,HIGH
neptune,ANOMALY,86.41,HIGH
normal,NORMAL,16.81,LOW
processtable,NORMAL,41.54,MEDIUM
saint,ANOMALY,53.96,MEDIUM
neptune,ANOMALY,82.57,HIGH
normal,NORMAL,0.59,LOW
normal,NORMAL,0.62,LOW
neptune,ANOMALY,80.36,HIGH
neptune,ANOMALY,89.77,HIGH
neptune,ANOMALY,76.04,HIGH
neptune,ANOMALY,85.28,HIGH
mscan,ANOMALY,77.02,HIGH
normal,NORMAL,45.58,MEDIUM
satan,ANOMALY,98.93,HIGH
neptune,ANOMALY,76.76,HIGH
mailbomb,NORMAL,31.87,MEDIUM
normal,NORMAL,16.91,LOW
normal,NORMAL,4.97,LOW
warezmaster,NORMAL,32.54,MEDIUM
neptune,ANOMALY,73.71,HIGH
smurf,ANOMALY,53.63,MEDIUM
normal,NORMAL,36.39,MEDIUM
neptune,ANOMALY,81.05,HIGH
httptunnel,ANOMALY,61.9,MEDIUM
normal,NORMAL,22.65,LOW
normal,NORMAL,20.07,LOW
neptune,ANOMALY,85.07,HIGH
neptune,ANOMALY,80.36,HIGH
guess_passwd,NORMAL,10.19,LOW
neptune,ANOMALY,80.65,HIGH
normal,NORMAL,50.45,MEDIUM
neptune,ANOMALY,76.74,HIGH
smurf,ANOMALY,56.26,MEDIUM
neptune,ANOMALY,84.3,HIGH
neptune,ANOMALY,74.12,HIGH
normal,NORMAL,3.09,LOW
processtable,ANOMALY,66.99,MEDIUM
satan,ANOMALY,84.75,HIGH
neptune,ANOMALY,81.1,HIGH
normal,NORMAL,17.0,LOW
normal,NORMAL,16.81,LOW
normal,NORMAL,3.44,LOW
normal,NORMAL,0.98,LOW
mscan,ANOMALY,66.14,MEDIUM
snmpguess,NORMAL,26.46,LOW
mscan,ANOMALY,81.14,HIGH
guess_passwd,NORMAL,14.57,LOW
smurf,ANOMALY,52.42,MEDIUM
normal,NORMAL,0.53,LOW
normal,NORMAL,3.41,LOW
normal,NORMAL,1.48,LOW
warezmaster,NORMAL,32.02,MEDIUM
normal,NORMAL,1.12,LOW
neptune,ANOMALY,73.86,HIGH
normal,NORMAL,2.84,LOW
neptune,ANOMALY,81.68,HIGH
warezmaster,NORMAL,32.77,MEDIUM
neptune,ANOMALY,79.23,HIGH
snmpguess,NORMAL,26.49,LOW
back,NORMAL,16.41,LOW
neptune,ANOMALY,85.6,HIGH
back,NORMAL,20.13,LOW
normal,NORMAL,1.06,LOW
satan,ANOMALY,65.99,MEDIUM
normal,NORMAL,1.44,LOW
satan,ANOMALY,67.11,MEDIUM
guess_passwd,NORMAL,11.75,LOW
normal,NORMAL,0.79,LOW
snmpguess,NORMAL,27.93,LOW
normal,NORMAL,8.9,LOW
processtable,NORMAL,42.53,MEDIUM
mailbomb,NORMAL,24.05,LOW
normal,NORMAL,1.24,LOW
normal,NORMAL,1.09,LOW
smurf,NORMAL,43.29,MEDIUM
snmpguess,NORMAL,26.49,LOW
normal,NORMAL,2.24,LOW
apache2,ANOMALY,64.77,MEDIUM
normal,NORMAL,1.7,LOW
normal,NORMAL,0.66,LOW
normal,NORMAL,9.83,LOW
normal,NORMAL,5.88,LOW
smurf,NORMAL,43.02,MEDIUM
normal,NORMAL,19.89,LOW
apache2,NORMAL,44.68,MEDIUM
normal,NORMAL,0.95,LOW
normal,NORMAL,49.99,MEDIUM
smurf,NORMAL,36.66,MEDIUM
normal,NORMAL,3.78,LOW
normal,NORMAL,18.22,LOW
mscan,ANOMALY,73.72,HIGH
normal,NORMAL,1.67,LOW
normal,NORMAL,0.94,LOW
portsweep,ANOMALY,76.79,HIGH
guess_passwd,NORMAL,19.39,LOW
normal,NORMAL,17.61,LOW
normal,NORMAL,7.42,LOW
normal,NORMAL,5.13,LOW
normal,NORMAL,4.92,LOW
guess_passwd,NORMAL,21.57,LOW
warezmaster,NORMAL,28.31,LOW
normal,NORMAL,21.32,LOW
apache2,ANOMALY,61.6,MEDIUM
warezmaster,NORMAL,29.46,LOW
satan,ANOMALY,60.51,MEDIUM
mscan,ANOMALY,79.92,HIGH
warezmaster,NORMAL,40.27,MEDIUM
normal,NORMAL,0.79,LOW
smurf,ANOMALY,60.38,MEDIUM
guess_passwd,NORMAL,24.68,LOW
smurf,ANOMALY,52.19,MEDIUM
normal,NORMAL,0.62,LOW
neptune,ANOMALY,80.32,HIGH
ipsweep,ANOMALY,52.74,MEDIUM
normal,NORMAL,48.69,MEDIUM
neptune,ANOMALY,87.11,HIGH
warezmaster,NORMAL,42.62,MEDIUM
neptune,ANOMALY,76.89,HIGH
neptune,ANOMALY,82.11,HIGH
processtable,NORMAL,50.46,MEDIUM
processtable,ANOMALY,75.67,HIGH
warezmaster,NORMAL,28.32,LOW
processtable,ANOMALY,67.16,MEDIUM
saint,ANOMALY,85.86,HIGH
normal,NORMAL,1.73,LOW
apache2,ANOMALY,66.74,MEDIUM
normal,NORMAL,2.76,LOW
warezmaster,NORMAL,34.27,MEDIUM
normal,NORMAL,2.22,LOW
normal,NORMAL,1.62,LOW
normal,NORMAL,0.32,LOW
processtable,NORMAL,50.69,MEDIUM
normal,NORMAL,18.47,LOW
normal,NORMAL,4.22,LOW
normal,NORMAL,0.61,LOW
satan,ANOMALY,92.19,HIGH
normal,ANOMALY,67.71,MEDIUM
satan,ANOMALY,92.13,HIGH
guess_passwd,NORMAL,20.93,LOW
normal,NORMAL,35.23,MEDIUM
normal,NORMAL,0.14,LOW
normal,NORMAL,0.93,LOW
mscan,ANOMALY,80.88,HIGH
neptune,ANOMALY,86.67,HIGH
normal,NORMAL,2.19,LOW
normal,NORMAL,4.65,LOW
mscan,ANOMALY,64.72,MEDIUM
mscan,ANOMALY,71.71,HIGH
neptune,ANOMALY,81.39,HIGH
neptune,ANOMALY,81.64,HIGH
smurf,NORMAL,41.95,MEDIUM
warezmaster,NORMAL,32.27,MEDIUM
back,NORMAL,23.62,LOW
normal,NORMAL,0.78,LOW
normal,NORMAL,1.54,LOW
neptune,ANOMALY,74.51,HIGH
normal,NORMAL,0.43,LOW
neptune,ANOMALY,81.34,HIGH
guess_passwd,NORMAL,11.22,LOW
normal,NORMAL,9.03,LOW
neptune,ANOMALY,76.11,HIGH
smurf,NORMAL,48.23,MEDIUM
neptune,ANOMALY,80.26,HIGH
smurf,NORMAL,35.62,MEDIUM
saint,ANOMALY,53.53,MEDIUM
mailbomb,NORMAL,17.37,LOW
normal,NORMAL,49.69,MEDIUM
normal,NORMAL,1.21,LOW
normal,NORMAL,1.82,LOW
normal,NORMAL,2.84,LOW
guess_passwd,NORMAL,10.67,LOW
smurf,NORMAL,36.66,MEDIUM
neptune,ANOMALY,85.97,HIGH
neptune,ANOMALY,86.52,HIGH
neptune,ANOMALY,74.57,HIGH
guess_passwd,NORMAL,35.23,MEDIUM
neptune,ANOMALY,86.99,HIGH
normal,NORMAL,0.64,LOW
httptunnel,NORMAL,26.86,LOW
normal,NORMAL,1.86,LOW
smurf,NORMAL,47.58,MEDIUM
apache2,ANOMALY,60.5,MEDIUM
normal,NORMAL,0.23,LOW
snmpguess,NORMAL,26.41,LOW
saint,ANOMALY,53.18,MEDIUM
guess_passwd,NORMAL,10.22,LOW
neptune,ANOMALY,76.61,HIGH
normal,NORMAL,6.31,LOW
neptune,ANOMALY,87.84,HIGH
processtable,ANOMALY,66.16,MEDIUM
normal,NORMAL,1.65,LOW
neptune,ANOMALY,80.29,HIGH
apache2,ANOMALY,74.05,HIGH
neptune,ANOMALY,86.93,HIGH
mscan,ANOMALY,85.1,HIGH
neptune,ANOMALY,82.45,HIGH
sendmail,NORMAL,34.96,MEDIUM
mailbomb,NORMAL,16.29,LOW
mscan,ANOMALY,75.18,HIGH
neptune,ANOMALY,75.59,HIGH
normal,NORMAL,50.48,MEDIUM
guess_passwd,NORMAL,21.02,LOW
normal,NORMAL,49.69,MEDIUM
normal,NORMAL,23.4,LOW
smurf,ANOMALY,52.48,MEDIUM
normal,NORMAL,1.01,LOW
neptune,ANOMALY,81.95,HIGH
normal,NORMAL,1.24,LOW
normal,NORMAL,3.37,LOW
normal,NORMAL,31.6,MEDIUM
smurf,NORMAL,43.61,MEDIUM
normal,NORMAL,20.44,LOW
apache2,ANOMALY,68.05,MEDIUM
snmpguess,NORMAL,26.24,LOW
neptune,ANOMALY,89.76,HIGH
normal,NORMAL,1.86,LOW
neptune,ANOMALY,81.77,HIGH
processtable,ANOMALY,52.34,MEDIUM
neptune,ANOMALY,74.8,HIGH
normal,NORMAL,22.92,LOW
neptune,ANOMALY,76.34,HIGH
normal,ANOMALY,53.61,MEDIUM
guess_passwd,NORMAL,12.27,LOW
neptune,ANOMALY,86.43,HIGH
normal,NORMAL,2.25,LOW
normal,NORMAL,1.61,LOW
mscan,ANOMALY,80.31,HIGH
neptune,ANOMALY,82.0,HIGH
neptune,ANOMALY,82.09,HIGH
normal,NORMAL,17.58,LOW
normal,NORMAL,31.67,MEDIUM
portsweep,ANOMALY,66.52,MEDIUM
nmap,ANOMALY,82.04,HIGH
normal,NORMAL,49.72,MEDIUM
normal,NORMAL,17.34,LOW
saint,ANOMALY,92.43,HIGH
guess_passwd,NORMAL,12.49,LOW
processtable,NORMAL,50.03,MEDIUM
neptune,ANOMALY,79.2,HIGH
normal,NORMAL,0.32,LOW
normal,NORMAL,9.24,LOW
neptune,ANOMALY,81.77,HIGH
back,NORMAL,18.2,LOW
neptune,ANOMALY,81.55,HIGH
guess_passwd,NORMAL,20.38,LOW
normal,NORMAL,0.49,LOW
neptune,ANOMALY,85.58,HIGH
normal,NORMAL,0.18,LOW
mscan,ANOMALY,79.03,HIGH
normal,NORMAL,3.75,LOW
normal,NORMAL,19.12,LOW
normal,NORMAL,1.17,LOW
guess_passwd,NORMAL,10.53,LOW
guess_passwd,NORMAL,10.08,LOW
normal,NORMAL,1.45,LOW
satan,ANOMALY,64.23,MEDIUM
guess_passwd,NORMAL,11.8,LOW
neptune,ANOMALY,80.77,HIGH
normal,NORMAL,3.35,LOW
normal,NORMAL,16.58,LOW
normal,NORMAL,10.0,LOW
apache2,ANOMALY,76.11,HIGH
normal,ANOMALY,66.26,MEDIUM
normal,NORMAL,33.48,MEDIUM
normal,NORMAL,18.78,LOW
normal,NORMAL,17.41,LOW
guess_passwd,NORMAL,27.25,LOW
ipsweep,ANOMALY,52.74,MEDIUM
normal,NORMAL,1.22,LOW
guess_passwd,NORMAL,10.35,LOW
guess_passwd,NORMAL,21.79,LOW
normal,NORMAL,2.69,LOW
normal,NORMAL,12.34,LOW
normal,NORMAL,1.07,LOW
mscan,ANOMALY,72.95,HIGH
neptune,ANOMALY,77.64,HIGH
warezmaster,NORMAL,15.54,LOW
warezmaster,NORMAL,29.43,LOW
neptune,ANOMALY,86.8,HIGH
neptune,ANOMALY,82.07,HIGH
